ProteinID,ChrID,Product,Start_Position,End_Position,Strand,Domain_Name,Domain_ID,E_Value,C_EValue,I_EValue,HMM_Coord_From,HMM_Coord_To,Ali_Coord_From,Ali_Coord_To,Env_Coord_From,Env_Coord_To,Accuracy
WP_004918319.1,NC_020125.1,TPM domain-containing protein,941102,941884,+,TPM_phosphatase,PF04536.17,1.5e-32,9.4e-37,1.9e-32,1,124,36,159,36,160,0.98
WP_004918322.1,NC_020125.1,S9 family peptidase,942003,944153,+,DPPIV_N,PF00930.24,1.1e-71,1.9e-75,1.8e-71,42,354,132,430,102,431,0.93
WP_004918322.1,NC_020125.1,S9 family peptidase,942003,944153,+,Peptidase_S9,PF00326.24,1e-51,2.2e-55,2.2e-51,8,211,518,713,513,714,0.97
WP_004918325.1,NC_020125.1,TIGR01777 family oxidoreductase,944214,945131,+,Epimerase,PF01370.24,3.4e-18,3.8e-21,2.5e-17,1,235,3,222,3,227,0.77
WP_004918325.1,NC_020125.1,TIGR01777 family oxidoreductase,944214,945131,+,DUF1731,PF08338.14,7.4e-13,2.3e-16,1.5e-12,3,47,257,301,257,301,0.96
WP_004918325.1,NC_020125.1,TIGR01777 family oxidoreductase,944214,945131,+,GDP_Man_Dehyd,PF16363.8,1.9e-12,2.4e-10,1.6e-06,2,35,5,38,4,139,0.74
WP_004918325.1,NC_020125.1,TIGR01777 family oxidoreductase,944214,945131,+,GDP_Man_Dehyd,PF16363.8,1.9e-12,2.2e-06,0.014,212,262,192,242,179,258,0.83
WP_004918327.1,NC_020125.1,lipid-A-disaccharide synthase,945128,946228,-,LpxB,PF02684.18,7.1e-95,4e-99,7.9e-95,2,370,4,362,3,366,0.89
WP_004918329.1,NC_020125.1,zinc metallopeptidase,946434,947117,-,Zn_peptidase_2,PF04298.15,8.2e-88,4.8e-92,9.4e-88,1,217,3,222,3,223,0.97
WP_004918335.1,NC_020125.1,NADH-quinone oxidoreductase subunit A,948637,949002,+,Oxidored_q4,PF00507.22,4.9e-31,3.1e-35,6e-31,2,99,22,119,21,119,0.98
WP_004918338.1,NC_020125.1,NADH-quinone oxidoreductase subunit B,949046,949600,+,Oxidored_q6,PF01058.25,3.7e-24,2.5e-28,4.9e-24,3,128,48,156,47,157,0.85
WP_004918340.1,NC_020125.1,NADH-quinone oxidoreductase subunit C,949683,950177,+,Complex1_30kDa,PF00329.22,3.5e-34,2.2e-38,4.2e-34,1,118,30,150,30,153,0.96
WP_004918341.1,NC_020125.1,NADH-quinone oxidoreductase subunit D,950213,951436,+,Complex1_49kDa,PF00346.22,1.2e-106,8e-111,1.6e-106,1,270,137,406,137,407,1.00
WP_004918343.1,NC_020125.1,NAD(P)H-dependent oxidoreductase subunit E,951495,952007,+,2Fe-2S_thioredx,PF01257.22,1.7e-58,9.9e-63,1.9e-58,2,143,17,161,16,163,0.98
WP_004918345.1,NC_020125.1,NADH-quinone oxidoreductase subunit NuoF,952020,953381,+,Complex1_51K,PF01512.20,2.5e-46,3.7e-50,3.7e-46,1,150,45,215,45,217,0.97
WP_004918345.1,NC_020125.1,NADH-quinone oxidoreductase subunit NuoF,952020,953381,+,NADH_4Fe-4S,PF10589.12,1e-31,1.8e-35,1.8e-31,4,83,343,422,340,424,0.97
WP_004918348.1,NC_020125.1,2Fe-2S iron-sulfur cluster-binding protein,954250,955269,+,NADH-G_4Fe-4S_3,PF10588.12,9.1e-18,9.3e-22,9.1e-18,1,40,101,140,101,140,0.97
WP_004918348.1,NC_020125.1,2Fe-2S iron-sulfur cluster-binding protein,954250,955269,+,NADH-G_4Fe-4S_3,PF10588.12,9.1e-18,2,2e+04,16,21,164,169,162,171,0.66
WP_004918348.1,NC_020125.1,2Fe-2S iron-sulfur cluster-binding protein,954250,955269,+,Fer2_4,PF13510.9,8.7e-15,2.1e-18,2e-14,3,80,7,92,5,94,0.86
WP_004918348.1,NC_020125.1,2Fe-2S iron-sulfur cluster-binding protein,954250,955269,+,Fer2_4,PF13510.9,8.7e-15,1.3,1.3e+04,26,45,252,271,247,280,0.51
WP_004918351.1,NC_020125.1,NADH-quinone oxidoreductase subunit NuoH,955273,956337,+,NADHdh,PF00146.24,2e-123,1.2e-127,2.4e-123,4,298,12,345,8,346,0.96
WP_013446881.1,NC_020125.1,NADH-quinone oxidoreductase subunit I,956411,956938,+,Fer4,PF00037.30,9.5e-15,5.3e-10,3.4e-06,6,24,71,89,70,89,0.95
WP_013446881.1,NC_020125.1,NADH-quinone oxidoreductase subunit I,956411,956938,+,Fer4,PF00037.30,9.5e-15,8e-12,5.2e-08,1,24,112,135,112,135,0.93
WP_013446881.1,NC_020125.1,NADH-quinone oxidoreductase subunit I,956411,956938,+,Fer4_7,PF12838.10,6.2e-13,2.1e-16,1.4e-12,1,52,72,133,72,133,0.81
WP_013446881.1,NC_020125.1,NADH-quinone oxidoreductase subunit I,956411,956938,+,Fer4_16,PF13484.9,3.2e-11,1e-11,6.7e-08,1,65,72,130,72,131,0.79
WP_013446881.1,NC_020125.1,NADH-quinone oxidoreductase subunit I,956411,956938,+,Fer4_16,PF13484.9,3.2e-11,1.3e-07,0.00086,1,44,118,160,118,174,0.70
WP_004918355.1,NC_020125.1,NADH-quinone oxidoreductase subunit J,956942,957439,+,Oxidored_q3,PF00499.23,2.2e-38,1.4e-42,2.8e-38,1,144,16,160,16,160,0.85
WP_004918357.1,NC_020125.1,NADH-quinone oxidoreductase subunit NuoK,957446,957772,+,Oxidored_q2,PF00420.27,4.2e-22,2.6e-26,5.2e-22,2,102,15,102,14,106,0.96
WP_004918359.1,NC_020125.1,NADH-quinone oxidoreductase subunit L,957780,959672,+,Proton_antipo_M,PF00361.23,1.4e-85,0.026,2.5e+02,36,71,87,122,74,135,0.79
WP_004918359.1,NC_020125.1,NADH-quinone oxidoreductase subunit L,957780,959672,+,Proton_antipo_M,PF00361.23,1.4e-85,1.4e-89,1.4e-85,3,292,135,421,133,422,0.95
WP_004918359.1,NC_020125.1,NADH-quinone oxidoreductase subunit L,957780,959672,+,Proton_antipo_N,PF00662.23,9.4e-22,0.45,4.4e+03,24,36,36,48,33,50,0.83
WP_004918359.1,NC_020125.1,NADH-quinone oxidoreductase subunit L,957780,959672,+,Proton_antipo_N,PF00662.23,9.4e-22,9.5e-26,9.4e-22,1,51,67,117,67,117,0.99
WP_004918359.1,NC_020125.1,NADH-quinone oxidoreductase subunit L,957780,959672,+,Proton_antipo_N,PF00662.23,9.4e-22,0.29,2.9e+03,12,31,206,225,199,226,0.85
WP_004918359.1,NC_020125.1,NADH-quinone oxidoreductase subunit L,957780,959672,+,Proton_antipo_N,PF00662.23,9.4e-22,0.034,3.4e+02,8,28,505,525,499,531,0.78
WP_004918361.1,NC_020125.1,NADH-quinone oxidoreductase subunit M,959676,961160,+,Proton_antipo_M,PF00361.23,7.6e-69,0.069,1.4e+03,18,67,5,54,1,99,0.67
WP_004918361.1,NC_020125.1,NADH-quinone oxidoreductase subunit M,959676,961160,+,Proton_antipo_M,PF00361.23,7.6e-69,3.9e-73,7.6e-69,3,289,128,421,126,426,0.93
WP_004918363.1,NC_020125.1,NADH-quinone oxidoreductase subunit N,961181,962569,+,Proton_antipo_M,PF00361.23,3.2e-65,0.0018,35,15,54,73,112,63,114,0.89
WP_004918363.1,NC_020125.1,NADH-quinone oxidoreductase subunit N,961181,962569,+,Proton_antipo_M,PF00361.23,3.2e-65,1.6e-69,3.2e-65,3,292,113,404,111,405,0.94
WP_004918363.1,NC_020125.1,NADH-quinone oxidoreductase subunit N,961181,962569,+,Proton_antipo_M,PF00361.23,3.2e-65,0.047,9.3e+02,20,53,412,445,403,452,0.60
WP_004918366.1,NC_020125.1,thiol peroxidase,962722,963219,+,Redoxin,PF08534.13,1.3e-23,1.6e-27,1.6e-23,2,147,20,161,19,161,0.91
WP_004918366.1,NC_020125.1,thiol peroxidase,962722,963219,+,AhpC-TSA,PF00578.24,2.4e-13,2.9e-17,2.9e-13,2,123,21,144,20,145,0.96
WP_004918370.1,NC_020125.1,J domain-containing protein,963914,964540,+,DnaJ,PF00226.34,7.1e-24,7.1e-28,1.4e-23,1,63,3,65,3,65,0.99
WP_004918373.1,NC_020125.1,aminomethyl-transferring glycine dehydrogenase,964982,967840,+,GDC-P,PF02347.19,1.8e-180,2.2e-171,4.4e-167,1,430,8,438,8,438,0.95
WP_004918373.1,NC_020125.1,aminomethyl-transferring glycine dehydrogenase,964982,967840,+,GDC-P,PF02347.19,1.8e-180,8e-14,1.6e-09,39,285,469,729,450,743,0.76
WP_004918373.1,NC_020125.1,aminomethyl-transferring glycine dehydrogenase,964982,967840,+,GDC-P,PF02347.19,1.8e-180,0.00039,7.7,326,366,753,793,739,862,0.88
WP_015345443.1,NC_020125.1,ABC-F family ATP-binding cassette domain-containing protein,967970,969892,-,ABC_tran,PF00005.30,9.2e-49,9e-29,8.9e-25,2,137,18,192,17,192,0.69
WP_015345443.1,NC_020125.1,ABC-F family ATP-binding cassette domain-containing protein,967970,969892,-,ABC_tran,PF00005.30,9.2e-49,0.43,4.3e+03,63,80,258,285,209,317,0.51
WP_015345443.1,NC_020125.1,ABC-F family ATP-binding cassette domain-containing protein,967970,969892,-,ABC_tran,PF00005.30,9.2e-49,5.5e-26,5.4e-22,2,137,344,474,343,474,0.88
WP_015345443.1,NC_020125.1,ABC-F family ATP-binding cassette domain-containing protein,967970,969892,-,ABC_tran,PF00005.30,9.2e-49,0.32,3.1e+03,51,80,572,611,541,635,0.50
WP_015345443.1,NC_020125.1,ABC-F family ATP-binding cassette domain-containing protein,967970,969892,-,ABC_tran_Xtn,PF12848.10,1.2e-22,8.3e-26,8.1e-22,1,83,231,313,231,317,0.94
WP_015345443.1,NC_020125.1,ABC-F family ATP-binding cassette domain-containing protein,967970,969892,-,ABC_tran_Xtn,PF12848.10,1.2e-22,2.3e-05,0.23,1,39,513,551,513,555,0.81
WP_015345443.1,NC_020125.1,ABC-F family ATP-binding cassette domain-containing protein,967970,969892,-,ABC_tran_Xtn,PF12848.10,1.2e-22,0.062,6.1e+02,31,53,573,595,567,631,0.67
WP_015345445.1,NC_020125.1,hypothetical protein,970539,971354,+,MbnP,PF20243.1,2.4e-40,1.5e-44,3e-40,2,190,34,241,33,270,0.86
WP_004918381.1,NC_020125.1,cytochrome c peroxidase,971440,972486,+,CCP_MauG,PF03150.17,2.1e-41,1.6e-40,3.2e-36,4,148,58,203,55,205,0.97
WP_004918381.1,NC_020125.1,cytochrome c peroxidase,971440,972486,+,CCP_MauG,PF03150.17,2.1e-41,1.7e-06,0.034,21,77,219,291,217,327,0.71
WP_014411257.1,NC_020125.1,AMP-binding protein,973500,974510,+,AMP-binding,PF00501.31,1.5e-12,2.5e-15,4.8e-11,155,327,30,181,1,198,0.78
WP_014411257.1,NC_020125.1,AMP-binding protein,973500,974510,+,AMP-binding,PF00501.31,1.5e-12,0.0017,33,398,423,221,246,209,247,0.86
WP_004918390.1,NC_020125.1,tRNA (guanosine(46)-N7)-methyltransferase TrmB,976136,976816,+,Methyltransf_4,PF02390.20,4.4e-31,2.9e-35,5.8e-31,1,170,44,217,44,220,0.82
WP_004918392.1,NC_020125.1,L-glutamate gamma-semialdehyde dehydrogenase,976877,978502,-,Aldedh,PF00171.25,6.2e-101,4e-105,7.8e-101,7,460,56,523,51,525,0.93
WP_004918394.1,NC_020125.1,aminopeptidase P family protein,979224,980990,+,Creatinase_N_2,PF16189.8,2.4e-52,0.004,20,21,47,2,28,1,30,0.92
WP_004918394.1,NC_020125.1,aminopeptidase P family protein,979224,980990,+,Creatinase_N_2,PF16189.8,2.4e-52,0.26,1.3e+03,69,125,54,113,51,140,0.57
WP_004918394.1,NC_020125.1,aminopeptidase P family protein,979224,980990,+,Creatinase_N_2,PF16189.8,2.4e-52,3.2e-53,1.6e-49,4,161,151,303,148,303,0.95
WP_004918394.1,NC_020125.1,aminopeptidase P family protein,979224,980990,+,Peptidase_M24,PF00557.27,1.3e-34,4.6e-38,2.3e-34,3,209,307,520,305,520,0.84
WP_004918394.1,NC_020125.1,aminopeptidase P family protein,979224,980990,+,Peptidase_M24_C,PF16188.8,4.7e-20,1.8,8.6e+03,42,56,31,46,26,49,0.75
WP_004918394.1,NC_020125.1,aminopeptidase P family protein,979224,980990,+,Peptidase_M24_C,PF16188.8,4.7e-20,1.6e-23,7.7e-20,2,60,529,586,528,588,0.92
WP_004918394.1,NC_020125.1,aminopeptidase P family protein,979224,980990,+,Creatinase_N,PF01321.21,2.2e-19,1.1e-18,5.4e-15,2,115,7,132,6,145,0.87
WP_004918394.1,NC_020125.1,aminopeptidase P family protein,979224,980990,+,Creatinase_N,PF01321.21,2.2e-19,5.5e-05,0.27,2,99,173,272,172,307,0.72
WP_004918397.1,NC_020125.1,acetyl-CoA C-acyltransferase,981362,982540,+,Thiolase_N,PF00108.26,6.7e-103,6.9e-107,6.7e-103,1,260,4,262,4,262,0.97
WP_004918397.1,NC_020125.1,acetyl-CoA C-acyltransferase,981362,982540,+,Thiolase_N,PF00108.26,6.7e-103,0.13,1.3e+03,234,256,366,389,358,391,0.82
WP_004918397.1,NC_020125.1,acetyl-CoA C-acyltransferase,981362,982540,+,Thiolase_C,PF02803.21,4.9e-46,0.37,3.6e+03,84,100,89,105,69,117,0.62
WP_004918397.1,NC_020125.1,acetyl-CoA C-acyltransferase,981362,982540,+,Thiolase_C,PF02803.21,4.9e-46,5.5e-50,5.4e-46,1,122,269,390,269,391,0.99
WP_004918398.1,NC_020125.1,MFS transporter,982653,984131,+,ATG22,PF11700.11,2.5e-73,3.2e-75,3.1e-71,3,472,17,490,15,491,0.92
WP_004918398.1,NC_020125.1,MFS transporter,982653,984131,+,MFS_1,PF07690.19,9.5e-21,7e-19,6.9e-15,22,352,76,451,28,452,0.73
WP_004918398.1,NC_020125.1,MFS transporter,982653,984131,+,MFS_1,PF07690.19,9.5e-21,2.6e-12,2.5e-08,2,172,309,486,308,491,0.86
WP_004918404.1,NC_020125.1,acyltransferase,984853,985851,-,LuxE,PF04443.15,1.8e-19,2.3e-23,4.5e-19,24,370,9,331,5,332,0.80
WP_004918407.1,NC_020125.1,ribokinase,985864,986757,-,PfkB,PF00294.27,1e-48,5.8e-53,1.1e-48,3,300,9,289,7,291,0.93
WP_004918409.1,NC_020125.1,DUF4241 domain-containing protein,986773,987414,-,DUF4241,PF14025.9,3.5e-46,2.1e-50,4e-46,2,186,30,204,29,205,0.92
WP_004918411.1,NC_020125.1,valine--tRNA ligase,987420,990038,-,tRNA-synt_1,PF00133.25,1.2e-184,6.9e-187,2.7e-183,1,599,15,571,15,574,0.95
WP_004918411.1,NC_020125.1,valine--tRNA ligase,987420,990038,-,Anticodon_1,PF08264.16,5.3e-32,3e-35,1.2e-31,3,151,615,757,614,758,0.85
WP_004918411.1,NC_020125.1,valine--tRNA ligase,987420,990038,-,tRNA-synt_1g,PF09334.14,1.1e-19,8.5e-12,3.3e-08,6,135,41,188,36,196,0.71
WP_004918411.1,NC_020125.1,valine--tRNA ligase,987420,990038,-,tRNA-synt_1g,PF09334.14,1.1e-19,3.7e-09,1.5e-05,169,239,343,413,316,425,0.78
WP_004918411.1,NC_020125.1,valine--tRNA ligase,987420,990038,-,tRNA-synt_1g,PF09334.14,1.1e-19,0.00012,0.46,311,373,517,580,460,591,0.79
WP_004918411.1,NC_020125.1,valine--tRNA ligase,987420,990038,-,Val_tRNA-synt_C,PF10458.12,2.1e-14,1.9e-17,7.5e-14,1,66,807,872,807,872,0.98
WP_004918411.1,NC_020125.1,valine--tRNA ligase,987420,990038,-,tRNA-synt_1_2,PF13603.9,8.2e-12,0.00031,1.2,11,46,199,234,193,243,0.85
WP_004918411.1,NC_020125.1,valine--tRNA ligase,987420,990038,-,tRNA-synt_1_2,PF13603.9,8.2e-12,4.5e-12,1.8e-08,86,145,241,300,239,339,0.86
WP_004918413.1,NC_020125.1,DUF1573 domain-containing protein,990254,990625,+,DUF1573,PF07610.14,6.5e-32,3.9e-36,7.6e-32,1,98,21,118,21,118,0.97
WP_004918414.1,NC_020125.1,DUF4199 domain-containing protein,991144,991725,+,DUF4199,PF13858.9,1.6e-24,9.3e-29,1.8e-24,2,166,8,188,7,189,0.85
WP_004918416.1,NC_020125.1,glycosyltransferase family 2 protein,991744,992694,+,Glycos_transf_2,PF00535.29,6.3e-28,4.3e-32,8.5e-28,1,167,4,166,4,169,0.91
WP_004918417.1,NC_020125.1,DUF2807 domain-containing protein,992706,993416,+,DUF2807,PF10988.11,6e-30,3.9e-34,7.7e-30,2,181,38,218,37,218,0.99
WP_004918420.1,NC_020125.1,phospho-sugar mutase,993440,995161,+,PGM_PMM_I,PF02878.19,1.5e-41,5.2e-45,3.4e-41,3,134,43,179,41,183,0.97
WP_004918420.1,NC_020125.1,phospho-sugar mutase,993440,995161,+,PGM_PMM_I,PF02878.19,1.5e-41,1.2,7.9e+03,38,48,287,297,276,298,0.68
WP_004918420.1,NC_020125.1,phospho-sugar mutase,993440,995161,+,PGM_PMM_II,PF02879.19,3.8e-22,1.9e-25,1.2e-21,9,99,210,306,202,312,0.90
WP_004918420.1,NC_020125.1,phospho-sugar mutase,993440,995161,+,PGM_PMM_III,PF02880.19,4.6e-18,0.47,3.1e+03,7,38,87,117,81,126,0.65
WP_004918420.1,NC_020125.1,phospho-sugar mutase,993440,995161,+,PGM_PMM_III,PF02880.19,4.6e-18,3.3e-21,2.1e-17,1,113,318,442,318,443,0.90
WP_004918422.1,NC_020125.1,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme,995187,996440,+,Aminotran_1_2,PF00155.24,1.9e-40,1.2e-44,2.4e-40,3,360,32,406,30,409,0.90
WP_004918424.1,NC_020125.1,3-deoxy-manno-octulosonate cytidylyltransferase,997269,998003,+,CTP_transf_3,PF02348.22,5.1e-45,3.5e-49,6.8e-45,1,221,6,217,6,217,0.96
WP_004918428.1,NC_020125.1,hypothetical protein,998709,999275,+,GSHPx,PF00255.22,2.7e-37,2.1e-41,4.1e-37,1,107,35,140,35,141,0.98
WP_004918429.1,NC_020125.1,RNA polymerase sigma factor RpoD/SigA,999377,1000243,+,Sigma70_r3,PF04539.19,4.4e-21,2.5e-22,1.2e-18,3,76,135,208,134,210,0.97
WP_004918429.1,NC_020125.1,RNA polymerase sigma factor RpoD/SigA,999377,1000243,+,Sigma70_r3,PF04539.19,4.4e-21,0.0014,6.9,22,44,247,269,241,272,0.87
WP_004918429.1,NC_020125.1,RNA polymerase sigma factor RpoD/SigA,999377,1000243,+,Sigma70_r4,PF04545.19,1.6e-20,0.0014,6.7,24,42,156,174,145,181,0.85
WP_004918429.1,NC_020125.1,RNA polymerase sigma factor RpoD/SigA,999377,1000243,+,Sigma70_r4,PF04545.19,1.6e-20,2.1e-21,1e-17,1,50,222,275,222,275,0.99
WP_004918429.1,NC_020125.1,RNA polymerase sigma factor RpoD/SigA,999377,1000243,+,Sigma70_r2,PF04542.17,3.2e-17,1.4e-20,6.9e-17,1,70,54,123,54,124,0.98
WP_004918429.1,NC_020125.1,RNA polymerase sigma factor RpoD/SigA,999377,1000243,+,Sigma70_r1_2,PF00140.23,2.6e-14,1.6e-17,7.9e-14,2,33,17,48,17,48,0.97
WP_004918429.1,NC_020125.1,RNA polymerase sigma factor RpoD/SigA,999377,1000243,+,Sigma70_r1_2,PF00140.23,2.6e-14,0.96,4.7e+03,1,7,232,238,232,240,0.91
WP_015345449.1,NC_020125.1,ribulose-phosphate 3-epimerase,1000327,1000977,+,Ribul_P_3_epim,PF00834.22,3.9e-78,2.3e-82,4.5e-78,2,198,6,202,5,202,1.00
WP_004918432.1,NC_020125.1,DUF937 domain-containing protein,1001041,1002234,-,DUF937,PF06078.14,1.8e-12,2.7e-16,1.8e-12,2,123,8,119,7,131,0.84
WP_004918432.1,NC_020125.1,DUF937 domain-containing protein,1001041,1002234,-,DUF937,PF06078.14,1.8e-12,0.24,1.6e+03,35,35,231,231,122,339,0.69
WP_004918432.1,NC_020125.1,DUF937 domain-containing protein,1001041,1002234,-,LEA_4,PF02987.19,2.2e-12,1,6.5e+03,12,20,28,36,27,38,0.47
WP_004918432.1,NC_020125.1,DUF937 domain-containing protein,1001041,1002234,-,LEA_4,PF02987.19,2.2e-12,0.031,2e+02,17,36,188,207,181,208,0.88
WP_004918432.1,NC_020125.1,DUF937 domain-containing protein,1001041,1002234,-,LEA_4,PF02987.19,2.2e-12,1.4e-07,0.00094,2,43,202,243,201,244,0.90
WP_004918432.1,NC_020125.1,DUF937 domain-containing protein,1001041,1002234,-,LEA_4,PF02987.19,2.2e-12,5e-09,3.3e-05,2,43,242,283,241,284,0.94
WP_004918432.1,NC_020125.1,DUF937 domain-containing protein,1001041,1002234,-,LEA_4,PF02987.19,2.2e-12,1.9e-05,0.12,2,24,282,304,281,307,0.56
WP_004918432.1,NC_020125.1,DUF937 domain-containing protein,1001041,1002234,-,LEA_4,PF02987.19,2.2e-12,0.00028,1.9,12,32,314,334,310,337,0.71
WP_004918432.1,NC_020125.1,DUF937 domain-containing protein,1001041,1002234,-,Apolipoprotein,PF01442.21,2e-11,1.7,1.1e+04,55,60,23,28,17,39,0.30
WP_004918432.1,NC_020125.1,DUF937 domain-containing protein,1001041,1002234,-,Apolipoprotein,PF01442.21,2e-11,0.56,3.6e+03,14,44,54,85,50,90,0.74
WP_004918432.1,NC_020125.1,DUF937 domain-containing protein,1001041,1002234,-,Apolipoprotein,PF01442.21,2e-11,3.1e-15,2e-11,15,168,174,334,168,340,0.87
WP_004918434.1,NC_020125.1,proline--tRNA ligase,1002262,1003737,-,ProRS-C_1,PF09180.14,1.5e-23,6.4e-27,4.2e-23,1,70,424,491,424,491,0.96
WP_004918434.1,NC_020125.1,proline--tRNA ligase,1002262,1003737,-,HGTP_anticodon,PF03129.23,3.1e-19,1e-22,6.8e-19,1,93,301,397,301,405,0.86
WP_004918434.1,NC_020125.1,proline--tRNA ligase,1002262,1003737,-,tRNA-synt_2b,PF00587.28,2.3e-18,7.4e-22,4.9e-18,6,176,113,282,107,285,0.90
WP_013446870.1,NC_020125.1,Nramp family divalent metal transporter,1006540,1007871,+,Nramp,PF01566.21,1e-135,6.7e-140,1.3e-135,1,358,58,416,58,417,0.99
WP_004918441.1,NC_020125.1,nucleotide exchange factor GrpE,1007958,1008509,+,GrpE,PF01025.22,6.8e-36,4.1e-40,8e-36,3,164,20,181,3,183,0.89
WP_004918443.1,NC_020125.1,molecular chaperone DnaJ,1008560,1009675,+,DnaJ_C,PF01556.21,1.2e-38,1.7e-42,1.6e-38,2,149,124,331,123,331,0.97
WP_004918443.1,NC_020125.1,molecular chaperone DnaJ,1008560,1009675,+,DnaJ,PF00226.34,6.4e-29,1.2e-32,1.2e-28,1,63,5,67,5,67,0.99
WP_004918446.1,NC_020125.1,ATP-binding cassette domain-containing protein,1009787,1010692,+,ABC_tran,PF00005.30,1.2e-25,3.8e-29,2.5e-25,1,136,19,159,19,160,0.94
WP_004918446.1,NC_020125.1,ATP-binding cassette domain-containing protein,1009787,1010692,+,DUF4162,PF13732.9,5.9e-16,1.8e-19,1.2e-15,1,81,213,299,213,299,0.81
WP_004918446.1,NC_020125.1,ATP-binding cassette domain-containing protein,1009787,1010692,+,AAA_21,PF13304.9,1.2e-11,1.5e-07,0.00099,2,26,32,57,31,98,0.77
WP_004918446.1,NC_020125.1,ATP-binding cassette domain-containing protein,1009787,1010692,+,AAA_21,PF13304.9,1.2e-11,6.2e-09,4e-05,236,298,130,189,127,194,0.86
WP_041321083.1,NC_020125.1,ABC transporter permease,1010699,1011997,+,ABC2_membrane_3,PF12698.10,3.2e-52,1.9e-56,3.7e-52,1,345,19,406,19,407,0.85
WP_015345452.1,NC_020125.1,dihydrolipoyl dehydrogenase,1012155,1013540,+,Pyr_redox_2,PF07992.17,7.8e-68,2.6e-71,1e-67,1,295,3,322,3,322,0.95
WP_015345452.1,NC_020125.1,dihydrolipoyl dehydrogenase,1012155,1013540,+,Pyr_redox_dim,PF02852.25,1e-36,6.9e-40,2.7e-36,1,109,342,450,342,451,0.99
WP_015345452.1,NC_020125.1,dihydrolipoyl dehydrogenase,1012155,1013540,+,Pyr_redox,PF00070.30,5.4e-23,0.019,75,2,31,5,34,4,36,0.93
WP_015345452.1,NC_020125.1,dihydrolipoyl dehydrogenase,1012155,1013540,+,Pyr_redox,PF00070.30,5.4e-23,0.082,3.2e+02,40,62,90,112,79,128,0.78
WP_015345452.1,NC_020125.1,dihydrolipoyl dehydrogenase,1012155,1013540,+,Pyr_redox,PF00070.30,5.4e-23,5.2e-25,2e-21,2,78,173,250,172,253,0.94
WP_015345452.1,NC_020125.1,dihydrolipoyl dehydrogenase,1012155,1013540,+,Pyr_redox,PF00070.30,5.4e-23,0.58,2.3e+03,38,64,396,422,388,439,0.60
WP_015345452.1,NC_020125.1,dihydrolipoyl dehydrogenase,1012155,1013540,+,Pyr_redox_3,PF13738.9,1.4e-20,4.9e-24,1.9e-20,1,305,6,306,6,306,0.79
WP_015345452.1,NC_020125.1,dihydrolipoyl dehydrogenase,1012155,1013540,+,FAD_binding_2,PF00890.27,3e-11,2.5e-10,9.9e-07,1,35,4,38,4,45,0.89
WP_015345452.1,NC_020125.1,dihydrolipoyl dehydrogenase,1012155,1013540,+,FAD_binding_2,PF00890.27,3e-11,0.0021,8.3,156,220,96,164,75,169,0.71
WP_015345452.1,NC_020125.1,dihydrolipoyl dehydrogenase,1012155,1013540,+,FAD_binding_2,PF00890.27,3e-11,0.00063,2.5,2,32,173,203,172,206,0.92
WP_015345452.1,NC_020125.1,dihydrolipoyl dehydrogenase,1012155,1013540,+,FAD_binding_2,PF00890.27,3e-11,0.017,66,141,201,211,267,202,279,0.74
WP_015345452.1,NC_020125.1,dihydrolipoyl dehydrogenase,1012155,1013540,+,FAD_binding_2,PF00890.27,3e-11,0.2,7.9e+02,377,402,290,309,279,323,0.70
WP_004918451.1,NC_020125.1,DUF2490 domain-containing protein,1013635,1014288,+,DUF2490,PF10677.12,1.6e-47,9.1e-52,1.8e-47,2,185,23,208,22,210,0.94
WP_004918453.1,NC_020125.1,fumarylacetoacetase,1014349,1015599,-,FAA_hydrolase,PF01557.21,1.3e-44,1.7e-48,1.7e-44,3,217,124,411,123,412,0.88
WP_004918453.1,NC_020125.1,fumarylacetoacetase,1014349,1015599,-,FAA_hydrolase_N,PF09298.14,5.3e-23,9.4e-27,9.2e-23,2,106,17,118,16,118,0.97
WP_004918456.1,NC_020125.1,4-hydroxyphenylpyruvate dioxygenase,1016135,1017265,-,Glyoxalase,PF00903.28,1.4e-21,9.1e-10,8.9e-06,2,100,22,118,21,149,0.77
WP_004918456.1,NC_020125.1,4-hydroxyphenylpyruvate dioxygenase,1016135,1017265,-,Glyoxalase,PF00903.28,1.4e-21,5.9e-17,5.8e-13,16,125,195,327,179,330,0.84
WP_004918456.1,NC_020125.1,4-hydroxyphenylpyruvate dioxygenase,1016135,1017265,-,Glyoxalase_4,PF13669.9,6.1e-15,6.5e-10,6.4e-06,4,94,26,120,23,131,0.82
WP_004918456.1,NC_020125.1,4-hydroxyphenylpyruvate dioxygenase,1016135,1017265,-,Glyoxalase_4,PF13669.9,6.1e-15,6.4e-10,6.3e-06,14,98,195,291,191,297,0.77
WP_014615138.1,NC_020125.1,tetraacyldisaccharide 4'-kinase,1017463,1018488,+,LpxK,PF02606.17,7.6e-82,4.4e-86,8.6e-82,2,324,3,336,2,339,0.86
WP_004918461.1,NC_020125.1,purine-nucleoside phosphorylase,1018472,1019284,+,PNP_UDP_1,PF01048.23,3.3e-49,1.9e-53,3.7e-49,2,233,22,267,21,268,0.95
WP_004918470.1,NC_020125.1,replicative DNA helicase,1019409,1020980,+,DnaB_C,PF03796.18,5.7e-109,8.5e-113,8.4e-109,1,254,201,466,201,466,0.94
