cluster_id,label,n_tokens
BGC0002219,Terpene,14
BGC0002220,Terpene,10
BGC0002221,Terpene,5
BGC0002222,Polyketide,14
BGC0002223,Polyketide,21
BGC0002224,Polyketide,15
BGC0002225,Terpene,7
BGC0002226,NRP,7
BGC0002227,NRP,12
BGC0002228,NRP,8
BGC0002229,Polyketide,14
BGC0002230,Polyketide,13
BGC0002232,Alkaloid,37
BGC0002233,Polyketide,18
BGC0002234,Polyketide,16
BGC0002235,Polyketide,34
BGC0002236,Polyketide,11
BGC0002237,Polyketide,11
BGC0002238,Polyketide,8
BGC0002239,Polyketide,14
BGC0002240,Polyketide,8
BGC0002242,NRP,16
BGC0002244,Polyketide,23
BGC0002245,Terpene,4
BGC0002246,Terpene,14
BGC0002248,Terpene,8
BGC0002250,Polyketide,25
BGC0002253,Polyketide,20
BGC0002254,Polyketide,22
BGC0002255,Polyketide,24
BGC0002256,NRP,10
BGC0002257,Polyketide,11
BGC0002258,Polyketide,14
BGC0002259,Polyketide,22
BGC0002260,Terpene,7
BGC0002261,Polyketide,27
BGC0002262,Polyketide,23
BGC0002264,NRP,18
BGC0002266,Terpene,9
BGC0002267,Polyketide,26
BGC0002268,Polyketide,16
BGC0002270,NRP,19
BGC0002271,NRP,4
BGC0002272,NRP,10
BGC0002273,NRP,19
BGC0002274,NRP,2
BGC0002275,NRP,12
BGC0002276,NRP,4
BGC0002277,NRP,2
BGC0002278,Alkaloid,16
BGC0002282,Other,26
BGC0002283,Terpene,5
BGC0002284,Other,20
BGC0002285,RiPP,16
BGC0002286,NRP,21
BGC0002287,NRP,13
BGC0002288,NRP,27
BGC0002289,RiPP,6
BGC0002290,Other,10
BGC0002291,Polyketide,82
BGC0002293,NRP,74
BGC0002294,Other,24
BGC0002295,NRP,7
BGC0002296,NRP,125
BGC0002297,NRP,67
BGC0002298,RiPP,6
BGC0002300,NRP,23
BGC0002301,Polyketide,11
BGC0002302,Saccharide,26
BGC0002303,RiPP,11
BGC0002304,Polyketide,14
BGC0002305,Other,7
BGC0002306,RiPP,4
BGC0002307,RiPP,14
BGC0002308,Alkaloid,61
BGC0002309,Terpene,2
BGC0002311,RiPP,3
BGC0002312,RiPP,3
BGC0002313,Other,9
BGC0002314,NRP,67
BGC0002315,Polyketide,30
BGC0002316,RiPP,9
BGC0002317,RiPP,4
BGC0002318,RiPP,7
BGC0002319,RiPP,2
BGC0002320,Terpene,4
BGC0002321,Other,1
BGC0002322,Other,1
BGC0002323,RiPP,7
BGC0002324,NRP,15
BGC0002325,RiPP,3
BGC0002326,NRP,46
BGC0002327,NRP,42
BGC0002328,RiPP,5
BGC0002329,NRP,40
BGC0002330,RiPP,25
BGC0002331,Other,2
BGC0002332,Polyketide,10
BGC0002333,Polyketide,107
BGC0002334,Other,14
BGC0002336,NRP,49
BGC0002337,RiPP,2
BGC0002338,Polyketide,98
BGC0002339,Terpene,22
BGC0002340,NRP,34
BGC0002341,Other,1
BGC0002342,NRP,24
BGC0002343,Alkaloid,15
BGC0002344,NRP,72
BGC0002345,Other,3
BGC0002346,RiPP,12
BGC0002347,Alkaloid,10
BGC0002348,NRP,4
BGC0002349,Polyketide,153
BGC0002350,NRP,92
BGC0002351,NRP,41
BGC0002352,Other,18
BGC0002353,RiPP,20
BGC0002354,RiPP,7
BGC0002355,Polyketide,181
BGC0002356,Polyketide,201
BGC0002357,Polyketide,232
BGC0002358,Polyketide,49
BGC0002359,NRP,21
BGC0002360,NRP,47
BGC0002361,Polyketide,34
BGC0002362,Polyketide,35
BGC0002363,RiPP,16
BGC0002364,Polyketide,29
BGC0002365,Other,17
BGC0002366,Polyketide,22
BGC0002367,NRP,33
BGC0002369,Polyketide,24
BGC0002370,NRP,61
BGC0002372,Polyketide,20
BGC0002373,NRP,65
BGC0002374,Polyketide,129
BGC0002376,Polyketide,125
BGC0002377,NRP,60
BGC0002378,NRP,45
BGC0002379,NRP,154
BGC0002380,RiPP,1
BGC0002381,Alkaloid,35
BGC0002382,RiPP,10
BGC0002383,Polyketide,29
BGC0002384,NRP,82
BGC0002385,Polyketide,105
BGC0002386,NRP,34
BGC0002387,Polyketide,36
BGC0002389,Terpene,7
BGC0002390,Terpene,17
BGC0002391,Terpene,2
BGC0002392,Terpene,9
BGC0002393,Terpene,19
BGC0002394,Terpene,8
BGC0002395,Terpene,13
BGC0002396,Terpene,5
BGC0002397,Terpene,3
BGC0002398,Terpene,2
BGC0002399,Terpene,6
BGC0002400,Terpene,6
BGC0002401,Terpene,6
BGC0002402,Terpene,7
BGC0002403,Polyketide,5
BGC0002404,Other,6
BGC0002405,Saccharide,5
BGC0002406,Other,12
BGC0002407,Saccharide,10
BGC0002408,NRP,30
BGC0002409,NRP,43
BGC0002410,NRP,19
BGC0002411,NRP,54
BGC0002412,NRP,15
BGC0002413,NRP,23
BGC0002414,NRP,24
BGC0002415,NRP,14
BGC0002416,NRP,45
BGC0002417,NRP,42
BGC0002418,NRP,56
BGC0002419,NRP,38
BGC0002420,NRP,42
BGC0002421,NRP,31
BGC0002422,NRP,42
BGC0002423,Other,5
BGC0002424,NRP,24
BGC0002425,RiPP,19
BGC0002426,NRP,51
BGC0002427,Terpene,12
BGC0002429,Terpene,7
BGC0002430,NRP,113
BGC0002431,Polyketide,136
BGC0002432,NRP,93
BGC0002433,NRP,66
BGC0002434,Polyketide,21
BGC0002435,Other,27
BGC0002436,Other,14
BGC0002437,NRP,13
BGC0002438,Alkaloid,17
BGC0002439,Other,29
BGC0002440,NRP,48
BGC0002441,Polyketide,23
BGC0002442,RiPP,9
BGC0002443,Polyketide,27
BGC0002444,Terpene,1
BGC0002445,Terpene,5
BGC0002446,Polyketide,133
BGC0002447,RiPP,5
BGC0002448,NRP,65
BGC0002449,Other,16
BGC0002450,Other,7
BGC0002451,Polyketide,81
BGC0002452,Polyketide,99
BGC0002453,Polyketide,77
BGC0002454,Polyketide,116
BGC0002455,Polyketide,151
BGC0002456,Polyketide,119
BGC0002457,NRP,11
BGC0002458,NRP,5
BGC0002460,Alkaloid,30
BGC0002461,Polyketide,40
BGC0002462,Saccharide,4
BGC0002464,Other,9
BGC0002465,NRP,25
BGC0002466,NRP,34
BGC0002467,NRP,37
BGC0002468,NRP,19
BGC0002469,Other,6
BGC0002470,Other,30
BGC0002471,Other,13
BGC0002472,NRP,25
BGC0002473,NRP,12
BGC0002474,NRP,7
BGC0002475,NRP,19
BGC0002476,NRP,11
BGC0002477,Polyketide,23
BGC0002478,Polyketide,43
BGC0002479,Polyketide,34
BGC0002480,Polyketide,16
BGC0002482,Other,11
BGC0002483,Polyketide,22
BGC0002484,NRP,103
BGC0002485,RiPP,13
BGC0002486,RiPP,9
BGC0002487,Other,7
BGC0002488,Other,9
BGC0002489,Other,5
BGC0002490,Other,7
BGC0002491,NRP,17
BGC0002492,NRP,16
BGC0002493,NRP,5
BGC0002494,NRP,13
BGC0002495,NRP,14
BGC0002496,NRP,17
BGC0002497,Other,150
BGC0002498,Other,215
BGC0002499,Polyketide,21
BGC0002500,Polyketide,67
BGC0002501,Alkaloid,26
BGC0002502,Polyketide,33
BGC0002503,NRP,52
BGC0002504,Polyketide,23
BGC0002505,Polyketide,14
BGC0002506,Polyketide,22
BGC0002507,Polyketide,13
BGC0002508,Alkaloid,10
BGC0002509,NRP,23
BGC0002510,Polyketide,12
BGC0002512,NRP,30
BGC0002514,Polyketide,15
BGC0002515,Polyketide,15
BGC0002517,Polyketide,99
BGC0002518,NRP,12
BGC0002520,Polyketide,298
BGC0002521,NRP,56
BGC0002522,NRP,43
BGC0002523,NRP,214
BGC0002524,NRP,2
BGC0002525,Polyketide,17
BGC0002526,Polyketide,130
BGC0002527,Other,11
BGC0002528,NRP,13
BGC0002529,NRP,9
BGC0002530,NRP,2
BGC0002531,NRP,11
BGC0002532,NRP,48
BGC0002533,NRP,35
BGC0002535,NRP,11
BGC0002536,NRP,19
BGC0002537,Polyketide,18
BGC0002538,Polyketide,15
BGC0002539,Alkaloid,17
BGC0002540,Polyketide,109
BGC0002541,Other,175
BGC0002542,Polyketide,38
BGC0002543,NRP,40
BGC0002544,NRP,47
BGC0002545,Polyketide,34
BGC0002546,NRP,18
BGC0002547,Polyketide,18
BGC0002548,NRP,38
BGC0002550,Polyketide,108
BGC0002551,Alkaloid,12
BGC0002552,Polyketide,95
BGC0002553,Other,12
BGC0002554,Alkaloid,8
BGC0002555,NRP,53
BGC0002556,Alkaloid,34
BGC0002557,Terpene,5
BGC0002558,Polyketide,60
BGC0002559,Polyketide,131
BGC0002560,RiPP,6
BGC0002561,Alkaloid,20
BGC0002563,NRP,39
BGC0002564,NRP,39
BGC0002565,NRP,44
BGC0002566,Other,6
BGC0002567,Other,8
BGC0002568,Other,11
BGC0002569,NRP,29
BGC0002570,NRP,33
BGC0002571,NRP,70
BGC0002572,NRP,98
BGC0002573,Other,4
BGC0002575,RiPP,9
BGC0002576,RiPP,2
BGC0002577,RiPP,8
BGC0002578,Other,10
BGC0002579,RiPP,10
BGC0002580,RiPP,1
BGC0002581,NRP,41
BGC0002582,NRP,5
BGC0002583,RiPP,4
BGC0002584,RiPP,10
BGC0002585,Other,8
BGC0002586,RiPP,8
BGC0002587,Polyketide,122
BGC0002588,Other,44
BGC0002591,Polyketide,14
BGC0002592,Polyketide,17
BGC0002594,Polyketide,12
BGC0002596,Polyketide,10
BGC0002597,NRP,37
BGC0002598,Polyketide,16
BGC0002602,Alkaloid,8
BGC0002603,Polyketide,10
BGC0002604,Polyketide,10
BGC0002605,NRP,15
BGC0002606,NRP,14
BGC0002607,NRP,17
BGC0002608,NRP,1
BGC0002609,NRP,17
BGC0002610,Terpene,2
BGC0002611,NRP,37
BGC0002612,Terpene,18
BGC0002613,NRP,36
BGC0002614,NRP,16
BGC0002615,Terpene,12
BGC0002616,Polyketide,13
BGC0002617,NRP,10
BGC0002618,Terpene,28
BGC0002619,Polyketide,14
BGC0002620,Other,8
BGC0002621,Alkaloid,10
BGC0002622,Other,3
BGC0002623,NRP,30
BGC0002624,NRP,30
BGC0002625,NRP,64
BGC0002626,RiPP,5
BGC0002627,RiPP,5
BGC0002629,RiPP,9
BGC0002630,RiPP,2
BGC0002631,RiPP,2
BGC0002632,NRP,35
BGC0002633,Other,11
BGC0002634,Polyketide,73
BGC0002635,RiPP,6
BGC0002636,Polyketide,34
BGC0002637,NRP,88
BGC0002638,NRP,73
BGC0002639,NRP,6
BGC0002640,RiPP,3
BGC0002641,NRP,23
BGC0002642,Alkaloid,65
BGC0002643,Alkaloid,4
BGC0002644,Other,2
BGC0002645,Other,9
BGC0002646,Polyketide,10
BGC0002647,Alkaloid,3
BGC0002648,Polyketide,21
BGC0002649,NRP,50
BGC0002651,Terpene,6
BGC0002652,Other,27
BGC0002653,NRP,46
BGC0002654,NRP,55
BGC0002656,Polyketide,25
BGC0002657,Polyketide,82
BGC0002659,RiPP,4
BGC0002660,NRP,26
BGC0002661,NRP,33
BGC0002662,NRP,78
BGC0002663,RiPP,14
BGC0002665,RiPP,6
BGC0002666,NRP,34
BGC0002667,RiPP,22
BGC0002668,RiPP,8
BGC0002669,RiPP,41
BGC0002670,Other,14
BGC0002671,Polyketide,91
BGC0002672,Polyketide,29
BGC0002673,Polyketide,76
BGC0002674,RiPP,4
BGC0002675,Polyketide,15
BGC0002676,NRP,132
BGC0002677,Other,41
BGC0002678,NRP,20
BGC0002679,NRP,16
BGC0002680,NRP,22
BGC0002681,Other,7
BGC0002682,Other,12
BGC0002683,Other,12
BGC0002685,NRP,12
BGC0002686,NRP,88
BGC0002687,Polyketide,28
BGC0002688,NRP,19
BGC0002689,NRP,23
BGC0002690,Other,10
BGC0002691,NRP,22
BGC0002692,Other,8
BGC0002693,NRP,66
BGC0002694,Other,16
BGC0002695,NRP,18
BGC0002696,NRP,24
BGC0002697,NRP,50
BGC0002698,RiPP,9
BGC0002699,RiPP,9
BGC0002700,RiPP,7
BGC0002701,RiPP,11
BGC0002702,NRP,58
BGC0002703,RiPP,11
BGC0002704,RiPP,5
BGC0002706,NRP,17
BGC0002707,Terpene,5
BGC0002708,Terpene,1
BGC0002709,Polyketide,19
BGC0002710,NRP,21
BGC0002711,Polyketide,9
BGC0002712,Polyketide,27
BGC0002713,NRP,56
BGC0002715,NRP,49
BGC0002716,NRP,57
BGC0002718,NRP,37
BGC0002719,NRP,42
BGC0002721,Saccharide,4
BGC0002722,Alkaloid,23
BGC0002723,Terpene,4
BGC0002724,Terpene,6
BGC0002725,RiPP,1
BGC0002726,Polyketide,20
BGC0002729,Polyketide,16
BGC0002731,Polyketide,24
BGC0002732,Polyketide,37
BGC0002733,Other,10
BGC0002734,Polyketide,17
BGC0002735,Polyketide,65
BGC0002736,Terpene,3
BGC0002745,Polyketide,10
BGC0002746,RiPP,11
BGC0002747,RiPP,11
BGC0002749,NRP,13
