ProteinID,ChrID,Product,Start_Position,End_Position,Strand,Domain_Name,Domain_ID,E_Value,C_EValue,I_EValue,HMM_Coord_From,HMM_Coord_To,Ali_Coord_From,Ali_Coord_To,Env_Coord_From,Env_Coord_To,Accuracy
WP_005714627.1,NZ_CP021644.1,phage antirepressor N-terminal domain-containing protein,1027994,1028515,+,P22_AR_N,PF10547.12,4.7e-40,4.5e-44,8.8e-40,4,113,7,116,5,117,0.98
WP_005714627.1,NZ_CP021644.1,phage antirepressor N-terminal domain-containing protein,1027994,1028515,+,P22_AR_N,PF10547.12,4.7e-40,0.51,9.9e+03,37,51,147,160,144,166,0.66
WP_016527888.1,NZ_CP021644.1,hypothetical protein,1028640,1029398,+,DUF6651,PF20356.1,1.4e-33,0.13,2.5e+03,50,65,7,22,2,40,0.75
WP_016527888.1,NZ_CP021644.1,hypothetical protein,1028640,1029398,+,DUF6651,PF20356.1,1.4e-33,2.1e-37,4.1e-33,7,104,116,214,110,223,0.93
WP_020996987.1,NZ_CP021644.1,major capsid protein,1029410,1030348,+,Gp13-like,PF20036.2,3.5e-102,2e-106,3.9e-102,1,313,8,308,8,308,0.97
WP_112065009.1,NZ_CP021644.1,hypothetical protein,1030750,1031211,+,DnaT_2,PF20557.1,1.7e-25,9.9e-30,1.9e-25,14,167,7,152,2,153,0.84
WP_223300054.1,NZ_CP021644.1,type II toxin-antitoxin system YafO family toxin,1032143,1032541,-,YafO_toxin,PF13957.9,2.1e-21,1.4e-25,2.7e-21,8,100,22,114,17,115,0.92
WP_223300054.1,NZ_CP021644.1,type II toxin-antitoxin system YafO family toxin,1032143,1032541,-,YafO_toxin,PF13957.9,2.1e-21,0.4,7.9e+03,93,100,119,126,117,127,0.83
WP_021114923.1,NZ_CP021644.1,tape measure protein,1033193,1035718,-,TMP_3,PF20155.2,1.5e-16,0.2,4e+03,3,22,5,24,3,40,0.51
WP_021114923.1,NZ_CP021644.1,tape measure protein,1033193,1035718,-,TMP_3,PF20155.2,1.5e-16,0.00032,6.4,12,83,56,123,47,140,0.81
WP_021114923.1,NZ_CP021644.1,tape measure protein,1033193,1035718,-,TMP_3,PF20155.2,1.5e-16,3.1e-20,6.1e-16,3,191,144,322,142,323,0.87
WP_021114923.1,NZ_CP021644.1,tape measure protein,1033193,1035718,-,TMP_3,PF20155.2,1.5e-16,0.035,6.9e+02,98,130,615,647,607,690,0.80
WP_005713954.1,NZ_CP021644.1,phage virion morphogenesis protein,1036498,1036959,-,Phage_tail_S,PF05069.16,3.4e-37,1.9e-41,3.8e-37,4,147,7,150,4,151,0.94
WP_005713956.1,NZ_CP021644.1,phage tail protein,1037000,1037434,-,P2_Phage_GpR,PF06891.14,1.6e-44,9.3e-49,1.8e-44,1,131,1,129,1,129,0.98
WP_005713957.1,NZ_CP021644.1,TraR/DksA family transcriptional regulator,1037431,1037649,-,zf-dskA_traR,PF01258.20,4.3e-13,0.094,1.8e+03,12,24,17,29,15,29,0.80
WP_005713957.1,NZ_CP021644.1,TraR/DksA family transcriptional regulator,1037431,1037649,-,zf-dskA_traR,PF01258.20,4.3e-13,2.2e-17,4.3e-13,5,36,34,65,31,65,0.94
WP_005713963.1,NZ_CP021644.1,lysozyme,1039289,1039813,-,Phage_lysozyme,PF00959.22,1e-28,6.5e-33,1.3e-28,2,109,57,166,56,166,0.96
WP_005713970.1,NZ_CP021644.1,GPO family capsid scaffolding protein,1040840,1041655,-,Phage_GPO,PF05929.14,1.5e-90,8.8e-95,1.7e-90,1,264,5,264,5,270,0.95
WP_005713972.1,NZ_CP021644.1,helix-turn-helix domain-containing protein,1041823,1042119,+,Terminase_5,PF06056.15,2.1e-15,1.5e-19,3e-15,3,57,20,74,18,75,0.95
WP_005713976.1,NZ_CP021644.1,sigma-70 family RNA polymerase sigma factor,1043455,1044027,-,Sigma70_r2,PF04542.17,2.4e-15,1.7e-19,3.4e-15,6,70,15,77,11,78,0.90
WP_035494346.1,NZ_CP021644.1,peptide-methionine (R)-S-oxide reductase MsrB,1044635,1045705,+,PMSR,PF01625.24,1.7e-58,2.7e-62,2.6e-58,1,153,46,194,46,194,0.99
WP_035494346.1,NZ_CP021644.1,peptide-methionine (R)-S-oxide reductase MsrB,1044635,1045705,+,SelR,PF01641.21,1e-49,2.1e-53,2e-49,1,121,217,337,217,337,0.99
WP_005713980.1,NZ_CP021644.1,cytochrome c biogenesis protein CcdA,1045707,1046357,+,DsbD,PF02683.18,3.9e-63,4.8e-67,4.7e-63,1,213,11,209,11,209,0.96
WP_005713980.1,NZ_CP021644.1,cytochrome c biogenesis protein CcdA,1045707,1046357,+,DsbD_2,PF13386.9,4.5e-14,5.7e-18,5.6e-14,2,198,11,205,10,206,0.82
WP_005713981.1,NZ_CP021644.1,redoxin family protein,1046375,1046854,+,Redoxin,PF08534.13,2.2e-14,2.9e-18,2.9e-14,4,135,22,147,19,156,0.85
WP_005713981.1,NZ_CP021644.1,redoxin family protein,1046375,1046854,+,AhpC-TSA,PF00578.24,1.9e-12,2.5e-16,2.5e-12,5,123,24,141,21,142,0.88
WP_005714349.1,NZ_CP021644.1,aromatic amino acid transporter,1047651,1048865,+,Trp_Tyr_perm,PF03222.16,1e-126,1.2e-130,1.1e-126,1,393,1,390,1,391,0.99
WP_005714349.1,NZ_CP021644.1,aromatic amino acid transporter,1047651,1048865,+,AA_permease_2,PF13520.9,3.5e-12,7.7e-16,7.6e-12,3,407,5,394,4,401,0.80
WP_005714347.1,NZ_CP021644.1,aromatic amino acid transporter,1049013,1050230,+,Trp_Tyr_perm,PF03222.16,1.5e-121,8.8e-126,1.7e-121,1,393,1,391,1,392,0.99
WP_005714346.1,NZ_CP021644.1,endonuclease SmrB,1050372,1050902,-,Smr,PF01713.24,1.1e-15,8.2e-20,1.6e-15,1,78,92,165,92,167,0.97
WP_005714344.1,NZ_CP021644.1,50S ribosomal protein L3 N(5)-glutamine methyltransferase,1050989,1051933,+,MTS,PF05175.17,1.5e-19,3e-21,3e-17,32,120,141,229,133,243,0.88
WP_005714344.1,NZ_CP021644.1,50S ribosomal protein L3 N(5)-glutamine methyltransferase,1050989,1051933,+,MTS,PF05175.17,1.5e-19,0.0014,13,116,138,246,268,235,280,0.85
WP_005714344.1,NZ_CP021644.1,50S ribosomal protein L3 N(5)-glutamine methyltransferase,1050989,1051933,+,Methyltransf_31,PF13847.9,7.1e-11,1.1e-14,1.1e-10,5,122,142,281,139,296,0.85
WP_005714341.1,NZ_CP021644.1,HTH-type transcriptional repressor PurR,1052048,1053070,+,Peripla_BP_3,PF13377.9,1.1e-37,1.4,6.9e+03,11,62,61,110,54,129,0.62
WP_005714341.1,NZ_CP021644.1,HTH-type transcriptional repressor PurR,1052048,1053070,+,Peripla_BP_3,PF13377.9,1.1e-37,5e-41,2.5e-37,1,166,168,335,168,335,0.89
WP_005714341.1,NZ_CP021644.1,HTH-type transcriptional repressor PurR,1052048,1053070,+,Peripla_BP_1,PF00532.24,6.1e-35,1.6e-38,8e-35,2,267,60,315,59,327,0.91
WP_005714341.1,NZ_CP021644.1,HTH-type transcriptional repressor PurR,1052048,1053070,+,Peripla_BP_4,PF13407.9,3.1e-19,9.7e-23,4.8e-19,1,253,62,305,62,311,0.88
WP_005714341.1,NZ_CP021644.1,HTH-type transcriptional repressor PurR,1052048,1053070,+,LacI,PF00356.24,5.1e-17,2.5e-20,1.2e-16,1,46,3,48,3,48,0.99
WP_005714340.1,NZ_CP021644.1,DedA family protein,1053081,1053677,+,SNARE_assoc,PF09335.14,3.5e-24,0.38,7.5e+03,14,25,11,22,5,25,0.61
WP_005714340.1,NZ_CP021644.1,DedA family protein,1053081,1053677,+,SNARE_assoc,PF09335.14,3.5e-24,1.8e-28,3.5e-24,1,122,29,156,29,157,0.94
WP_005714340.1,NZ_CP021644.1,DedA family protein,1053081,1053677,+,SNARE_assoc,PF09335.14,3.5e-24,0.12,2.4e+03,19,36,172,189,162,196,0.75
WP_112065010.1,NZ_CP021644.1,YadA-like family protein,1054288,1057482,+,YadA_stalk,PF05662.17,3.9e-28,5.6e-13,2.2e-09,1,35,413,447,413,451,0.90
WP_112065010.1,NZ_CP021644.1,YadA-like family protein,1054288,1057482,+,YadA_stalk,PF05662.17,3.9e-28,1.3e-13,5e-10,1,38,857,894,857,899,0.85
WP_112065010.1,NZ_CP021644.1,YadA-like family protein,1054288,1057482,+,YadA_stalk,PF05662.17,3.9e-28,1.3e-10,4.9e-07,1,36,946,981,946,988,0.92
WP_112065010.1,NZ_CP021644.1,YadA-like family protein,1054288,1057482,+,Collagen,PF01391.21,5.4e-25,1.9,7.5e+03,19,23,225,229,222,239,0.35
WP_112065010.1,NZ_CP021644.1,YadA-like family protein,1054288,1057482,+,Collagen,PF01391.21,5.4e-25,2.4e-12,9.6e-09,3,59,647,703,646,707,0.66
WP_112065010.1,NZ_CP021644.1,YadA-like family protein,1054288,1057482,+,Collagen,PF01391.21,5.4e-25,2.4,9.4e+03,25,58,732,765,701,824,0.57
WP_112065010.1,NZ_CP021644.1,YadA-like family protein,1054288,1057482,+,YadA_head,PF05658.17,1.9e-22,0.065,2.6e+02,6,25,97,115,95,117,0.54
WP_112065010.1,NZ_CP021644.1,YadA-like family protein,1054288,1057482,+,YadA_head,PF05658.17,1.9e-22,7.6e-08,0.0003,5,26,109,130,106,131,0.93
WP_112065010.1,NZ_CP021644.1,YadA-like family protein,1054288,1057482,+,YadA_head,PF05658.17,1.9e-22,7.3e-08,0.00029,1,26,119,145,119,145,0.92
WP_112065010.1,NZ_CP021644.1,YadA-like family protein,1054288,1057482,+,YadA_head,PF05658.17,1.9e-22,0.00064,2.5,2,15,149,162,149,173,0.85
WP_112065010.1,NZ_CP021644.1,YadA-like family protein,1054288,1057482,+,YadA_head,PF05658.17,1.9e-22,0.014,56,3,26,163,187,162,188,0.87
WP_112065010.1,NZ_CP021644.1,YadA-like family protein,1054288,1057482,+,YadA_head,PF05658.17,1.9e-22,7.8e-07,0.0031,1,25,190,214,190,215,0.94
WP_112065010.1,NZ_CP021644.1,YadA-like family protein,1054288,1057482,+,YadA_head,PF05658.17,1.9e-22,1.8e-07,0.00069,1,25,235,259,235,261,0.94
WP_112065010.1,NZ_CP021644.1,YadA-like family protein,1054288,1057482,+,YadA_head,PF05658.17,1.9e-22,1.1e-05,0.042,6,27,268,289,266,289,0.95
WP_112065010.1,NZ_CP021644.1,YadA-like family protein,1054288,1057482,+,YadA_head,PF05658.17,1.9e-22,0.016,63,17,26,292,301,290,303,0.56
WP_112065010.1,NZ_CP021644.1,YadA-like family protein,1054288,1057482,+,YadA_head,PF05658.17,1.9e-22,6.2e-09,2.4e-05,3,24,306,327,305,330,0.97
WP_112065010.1,NZ_CP021644.1,YadA-like family protein,1054288,1057482,+,YadA_head,PF05658.17,1.9e-22,1.6e-05,0.061,2,27,319,346,319,346,0.93
WP_112065010.1,NZ_CP021644.1,YadA-like family protein,1054288,1057482,+,YadA_head,PF05658.17,1.9e-22,0.00013,0.52,5,27,338,360,336,360,0.95
WP_112065010.1,NZ_CP021644.1,YadA-like family protein,1054288,1057482,+,YadA_head,PF05658.17,1.9e-22,0.0012,4.9,5,20,352,367,351,368,0.85
WP_112065010.1,NZ_CP021644.1,YadA-like family protein,1054288,1057482,+,YadA_head,PF05658.17,1.9e-22,4.3,1.7e+04,16,21,639,644,638,644,0.62
WP_112065010.1,NZ_CP021644.1,YadA-like family protein,1054288,1057482,+,YadA_head,PF05658.17,1.9e-22,0.19,7.6e+02,2,14,821,833,821,833,0.82
WP_112065010.1,NZ_CP021644.1,YadA-like family protein,1054288,1057482,+,YadA_head,PF05658.17,1.9e-22,0.44,1.7e+03,3,11,1023,1031,1022,1032,0.88
WP_112065010.1,NZ_CP021644.1,YadA-like family protein,1054288,1057482,+,YadA_anchor,PF03895.18,6.9e-16,1.2,4.7e+03,19,29,120,130,107,140,0.60
WP_112065010.1,NZ_CP021644.1,YadA-like family protein,1054288,1057482,+,YadA_anchor,PF03895.18,6.9e-16,0.14,5.3e+02,19,30,149,160,129,170,0.78
WP_112065010.1,NZ_CP021644.1,YadA-like family protein,1054288,1057482,+,YadA_anchor,PF03895.18,6.9e-16,1.7,6.8e+03,20,44,192,202,179,214,0.53
WP_112065010.1,NZ_CP021644.1,YadA-like family protein,1054288,1057482,+,YadA_anchor,PF03895.18,6.9e-16,0.27,1.1e+03,17,32,234,249,232,274,0.77
WP_112065010.1,NZ_CP021644.1,YadA-like family protein,1054288,1057482,+,YadA_anchor,PF03895.18,6.9e-16,0.66,2.6e+03,11,30,283,300,274,321,0.72
WP_112065010.1,NZ_CP021644.1,YadA-like family protein,1054288,1057482,+,YadA_anchor,PF03895.18,6.9e-16,3.1,1.2e+04,20,58,320,358,301,368,0.80
WP_112065010.1,NZ_CP021644.1,YadA-like family protein,1054288,1057482,+,YadA_anchor,PF03895.18,6.9e-16,1.7e-19,6.9e-16,1,60,1004,1064,1004,1064,0.99
WP_112065010.1,NZ_CP021644.1,YadA-like family protein,1054288,1057482,+,ESPR,PF13018.9,2.2e-15,1.2e-18,4.7e-15,1,41,1,41,1,46,0.94
WP_112065010.1,NZ_CP021644.1,YadA-like family protein,1054288,1057482,+,ESPR,PF13018.9,2.2e-15,2.8,1.1e+04,23,31,233,241,226,251,0.45
WP_005714201.1,NZ_CP021644.1,murein transglycosylase A,1058483,1059574,-,MltA,PF03562.20,1.2e-42,6.8e-10,6.7e-06,52,91,113,156,65,160,0.74
WP_005714201.1,NZ_CP021644.1,murein transglycosylase A,1058483,1059574,-,MltA,PF03562.20,1.2e-42,4.6e-38,4.5e-34,120,226,161,266,156,266,0.98
WP_005714201.1,NZ_CP021644.1,murein transglycosylase A,1058483,1059574,-,MltA,PF03562.20,1.2e-42,1.3,1.3e+04,150,159,271,280,271,281,0.84
WP_005714201.1,NZ_CP021644.1,murein transglycosylase A,1058483,1059574,-,3D,PF06725.14,1.3e-23,2.9e-27,2.9e-23,2,75,286,363,285,363,0.93
WP_005714199.1,NZ_CP021644.1,exoribonuclease II,1059685,1061664,-,RNB,PF00773.22,5.2e-83,0.85,4.2e+03,156,170,84,99,49,131,0.48
WP_005714199.1,NZ_CP021644.1,exoribonuclease II,1059685,1061664,-,RNB,PF00773.22,5.2e-83,2.1e-86,1e-82,1,322,189,531,189,532,0.93
WP_005714199.1,NZ_CP021644.1,exoribonuclease II,1059685,1061664,-,OB_RNB,PF08206.14,1.8e-14,5.5e-17,2.7e-13,1,49,24,71,24,79,0.92
WP_005714199.1,NZ_CP021644.1,exoribonuclease II,1059685,1061664,-,OB_RNB,PF08206.14,1.8e-14,0.11,5.5e+02,32,44,122,134,102,141,0.74
WP_005714199.1,NZ_CP021644.1,exoribonuclease II,1059685,1061664,-,S1,PF00575.26,5.5e-12,0.079,3.9e+02,6,60,20,74,17,77,0.69
WP_005714199.1,NZ_CP021644.1,exoribonuclease II,1059685,1061664,-,S1,PF00575.26,5.5e-12,1.1e-15,5.5e-12,6,71,577,654,573,657,0.95
WP_005714199.1,NZ_CP021644.1,exoribonuclease II,1059685,1061664,-,CSD2,PF17876.4,1.9e-11,0.0015,7.1,12,39,42,69,39,80,0.81
WP_005714199.1,NZ_CP021644.1,exoribonuclease II,1059685,1061664,-,CSD2,PF17876.4,1.9e-11,6.5e-10,3.2e-06,5,72,102,173,99,173,0.80
WP_005714199.1,NZ_CP021644.1,exoribonuclease II,1059685,1061664,-,CSD2,PF17876.4,1.9e-11,0.22,1.1e+03,7,37,206,235,203,245,0.83
WP_005714199.1,NZ_CP021644.1,exoribonuclease II,1059685,1061664,-,CSD2,PF17876.4,1.9e-11,0.016,79,18,46,628,657,620,658,0.78
WP_005714194.1,NZ_CP021644.1,PD-(D/E)XK nuclease family protein,1063617,1064390,+,PDDEXK_4,PF14281.9,1.6e-20,1.8e-24,3.5e-20,1,184,74,250,74,252,0.81
WP_112065011.1,NZ_CP021644.1,IS256 family transposase,1066094,1067302,+,Transposase_mut,PF00872.21,5.6e-116,3.2e-120,6.3e-116,9,379,10,377,1,379,0.96
WP_005714049.1,NZ_CP021644.1,SDR family oxidoreductase,1069655,1070443,-,adh_short_C2,PF13561.9,1.5e-83,1.7e-87,1.7e-83,1,234,13,252,13,252,0.98
WP_005714049.1,NZ_CP021644.1,SDR family oxidoreductase,1069655,1070443,-,adh_short,PF00106.28,2.4e-15,3e-19,3e-15,1,188,7,198,7,205,0.87
WP_005714051.1,NZ_CP021644.1,23S rRNA (uridine(2552)-2'-O)-methyltransferase RlmE,1070686,1071312,+,FtsJ,PF01728.22,8.2e-56,4.9e-60,9.7e-56,1,177,30,206,30,206,0.99
WP_035494992.1,NZ_CP021644.1,ATP-dependent zinc metalloprotease FtsH,1071386,1073314,+,Peptidase_M41,PF01434.21,1.3e-61,3.3e-65,2.2e-61,2,190,405,587,404,588,0.96
WP_035494992.1,NZ_CP021644.1,ATP-dependent zinc metalloprotease FtsH,1071386,1073314,+,AAA,PF00004.32,1.3e-44,2e-47,1.3e-43,1,131,190,323,190,324,0.97
WP_035494992.1,NZ_CP021644.1,ATP-dependent zinc metalloprotease FtsH,1071386,1073314,+,AAA,PF00004.32,1.3e-44,0.28,1.9e+03,52,75,375,401,350,422,0.59
WP_035494992.1,NZ_CP021644.1,ATP-dependent zinc metalloprotease FtsH,1071386,1073314,+,AAA,PF00004.32,1.3e-44,0.96,6.3e+03,42,71,544,568,500,582,0.54
WP_035494992.1,NZ_CP021644.1,ATP-dependent zinc metalloprotease FtsH,1071386,1073314,+,AAA_lid_3,PF17862.4,5.4e-12,1.8e-15,1.2e-11,1,45,346,390,346,390,0.96
WP_005714058.1,NZ_CP021644.1,ATP-binding cassette domain-containing protein,1073646,1074716,-,ABC_tran,PF00005.30,1.2e-21,2.1e-25,4e-21,1,137,17,178,17,178,0.71
WP_005714058.1,NZ_CP021644.1,ATP-binding cassette domain-containing protein,1073646,1074716,-,ABC_tran,PF00005.30,1.2e-21,0.012,2.3e+02,51,103,273,331,255,342,0.59
WP_005714060.1,NZ_CP021644.1,MarC family protein,1074796,1075419,+,MarC,PF01914.20,1.8e-43,1e-47,2e-43,2,202,3,200,2,201,0.93
WP_005714062.1,NZ_CP021644.1,molybdopterin molybdotransferase MoeA,1075555,1076787,+,MoeA_N,PF03453.20,1.6e-45,3.7e-49,2.5e-45,2,156,5,166,4,166,0.93
WP_005714062.1,NZ_CP021644.1,molybdopterin molybdotransferase MoeA,1075555,1076787,+,MoCF_biosynth,PF00994.27,1.4e-28,3.2e-32,2.1e-28,1,143,179,315,179,316,0.95
WP_005714062.1,NZ_CP021644.1,molybdopterin molybdotransferase MoeA,1075555,1076787,+,MoeA_C,PF03454.18,3.1e-16,9.7e-20,6.3e-16,2,72,334,405,333,405,0.97
WP_021114907.1,NZ_CP021644.1,Nif3-like dinuclear metal center hexameric protein,1077177,1077947,+,NIF3,PF01784.21,1.3e-60,8.1e-65,1.6e-60,2,242,7,243,6,246,0.94
WP_005714064.1,NZ_CP021644.1,bifunctional tRNA (5-methylaminomethyl-2-thiouridine)(34)-methyltransferase MnmD/FAD-dependent 5-carboxymethylaminomethyl-2-thiouridine(34) oxidoreductase MnmC,1078074,1080077,-,DAO,PF01266.27,2.4e-44,3.7e-48,3.6e-44,1,352,264,633,264,634,0.83
WP_005714064.1,NZ_CP021644.1,bifunctional tRNA (5-methylaminomethyl-2-thiouridine)(34)-methyltransferase MnmD/FAD-dependent 5-carboxymethylaminomethyl-2-thiouridine(34) oxidoreductase MnmC,1078074,1080077,-,Methyltransf_30,PF05430.14,2.8e-39,5.8e-43,5.7e-39,2,123,117,240,116,241,0.96
WP_005714067.1,NZ_CP021644.1,methionine adenosyltransferase,1080594,1081742,+,S-AdoMet_synt_C,PF02773.19,5.1e-71,1.3e-74,8.4e-71,1,138,233,370,233,370,1.00
WP_005714067.1,NZ_CP021644.1,methionine adenosyltransferase,1080594,1081742,+,S-AdoMet_synt_M,PF02772.19,4.7e-45,0.34,2.2e+03,86,103,18,35,7,51,0.48
WP_005714067.1,NZ_CP021644.1,methionine adenosyltransferase,1080594,1081742,+,S-AdoMet_synt_M,PF02772.19,4.7e-45,2.7e-48,1.8e-44,1,120,114,231,114,231,0.97
WP_005714067.1,NZ_CP021644.1,methionine adenosyltransferase,1080594,1081742,+,S-AdoMet_synt_N,PF00438.23,1.7e-41,5.1e-45,3.3e-41,3,99,5,101,3,101,0.99
WP_112065013.1,NZ_CP021644.1,ESPR-type extended signal peptide-containing protein,1082494,1085895,+,Collagen,PF01391.21,5.3e-30,5.1e-12,2e-08,3,59,617,673,616,674,0.92
WP_112065013.1,NZ_CP021644.1,ESPR-type extended signal peptide-containing protein,1082494,1085895,+,Collagen,PF01391.21,5.3e-30,2.2e-08,8.7e-05,1,59,654,712,654,732,0.64
WP_112065013.1,NZ_CP021644.1,ESPR-type extended signal peptide-containing protein,1082494,1085895,+,Collagen,PF01391.21,5.3e-30,1.1e-10,4.1e-07,4,59,708,763,705,772,0.50
WP_112065013.1,NZ_CP021644.1,ESPR-type extended signal peptide-containing protein,1082494,1085895,+,Collagen,PF01391.21,5.3e-30,5.3e-10,2.1e-06,1,56,762,817,762,824,0.57
WP_112065013.1,NZ_CP021644.1,ESPR-type extended signal peptide-containing protein,1082494,1085895,+,YadA_stalk,PF05662.17,1.1e-27,1.7e-13,6.5e-10,1,35,381,415,381,419,0.93
WP_112065013.1,NZ_CP021644.1,ESPR-type extended signal peptide-containing protein,1082494,1085895,+,YadA_stalk,PF05662.17,1.1e-27,4.3e-14,1.7e-10,1,38,857,894,857,898,0.90
WP_112065013.1,NZ_CP021644.1,ESPR-type extended signal peptide-containing protein,1082494,1085895,+,YadA_stalk,PF05662.17,1.1e-27,4.2,1.7e+04,28,40,969,981,964,995,0.56
WP_112065013.1,NZ_CP021644.1,ESPR-type extended signal peptide-containing protein,1082494,1085895,+,YadA_stalk,PF05662.17,1.1e-27,1.4e-10,5.3e-07,1,36,1015,1050,1015,1057,0.92
WP_112065013.1,NZ_CP021644.1,ESPR-type extended signal peptide-containing protein,1082494,1085895,+,YadA_head,PF05658.17,6.5e-16,1.1,4.4e+03,5,16,97,108,96,111,0.82
WP_112065013.1,NZ_CP021644.1,ESPR-type extended signal peptide-containing protein,1082494,1085895,+,YadA_head,PF05658.17,6.5e-16,0.0015,5.9,5,27,110,132,107,132,0.89
WP_112065013.1,NZ_CP021644.1,ESPR-type extended signal peptide-containing protein,1082494,1085895,+,YadA_head,PF05658.17,6.5e-16,1.5e-05,0.06,9,27,143,161,139,161,0.92
WP_112065013.1,NZ_CP021644.1,ESPR-type extended signal peptide-containing protein,1082494,1085895,+,YadA_head,PF05658.17,6.5e-16,0.0039,15,3,26,164,187,163,188,0.92
WP_112065013.1,NZ_CP021644.1,ESPR-type extended signal peptide-containing protein,1082494,1085895,+,YadA_head,PF05658.17,6.5e-16,4.8e-07,0.0019,3,27,178,202,176,202,0.92
WP_112065013.1,NZ_CP021644.1,ESPR-type extended signal peptide-containing protein,1082494,1085895,+,YadA_head,PF05658.17,6.5e-16,2.8e-06,0.011,1,27,190,216,190,216,0.96
WP_112065013.1,NZ_CP021644.1,ESPR-type extended signal peptide-containing protein,1082494,1085895,+,YadA_head,PF05658.17,6.5e-16,0.0032,13,2,27,205,229,204,229,0.88
WP_112065013.1,NZ_CP021644.1,ESPR-type extended signal peptide-containing protein,1082494,1085895,+,YadA_head,PF05658.17,6.5e-16,3.5e-07,0.0014,3,25,233,255,232,256,0.95
WP_112065013.1,NZ_CP021644.1,ESPR-type extended signal peptide-containing protein,1082494,1085895,+,YadA_head,PF05658.17,6.5e-16,0.54,2.1e+03,7,15,265,273,265,275,0.86
WP_112065013.1,NZ_CP021644.1,ESPR-type extended signal peptide-containing protein,1082494,1085895,+,YadA_head,PF05658.17,6.5e-16,6.7e-08,0.00026,3,24,274,295,273,298,0.96
WP_112065013.1,NZ_CP021644.1,ESPR-type extended signal peptide-containing protein,1082494,1085895,+,YadA_head,PF05658.17,6.5e-16,4.9e-05,0.19,3,27,288,314,287,314,0.91
WP_112065013.1,NZ_CP021644.1,ESPR-type extended signal peptide-containing protein,1082494,1085895,+,YadA_head,PF05658.17,6.5e-16,0.00017,0.66,5,27,306,328,303,328,0.94
WP_112065013.1,NZ_CP021644.1,ESPR-type extended signal peptide-containing protein,1082494,1085895,+,YadA_head,PF05658.17,6.5e-16,0.0026,10,5,20,320,335,319,336,0.85
WP_112065013.1,NZ_CP021644.1,ESPR-type extended signal peptide-containing protein,1082494,1085895,+,YadA_head,PF05658.17,6.5e-16,0.21,8.1e+02,2,14,821,833,821,833,0.82
WP_112065013.1,NZ_CP021644.1,ESPR-type extended signal peptide-containing protein,1082494,1085895,+,YadA_head,PF05658.17,6.5e-16,0.47,1.8e+03,3,11,1092,1100,1091,1101,0.88
WP_112065013.1,NZ_CP021644.1,ESPR-type extended signal peptide-containing protein,1082494,1085895,+,YadA_head,PF05658.17,6.5e-16,3.2,1.2e+04,7,11,1123,1127,1120,1128,0.57
WP_112065013.1,NZ_CP021644.1,ESPR-type extended signal peptide-containing protein,1082494,1085895,+,ESPR,PF13018.9,1.4e-15,3.7e-19,1.4e-15,1,41,1,41,1,46,0.92
WP_112065013.1,NZ_CP021644.1,ESPR-type extended signal peptide-containing protein,1082494,1085895,+,ESPR,PF13018.9,1.4e-15,5,2e+04,17,37,292,312,291,321,0.68
WP_112065013.1,NZ_CP021644.1,ESPR-type extended signal peptide-containing protein,1082494,1085895,+,YadA_anchor,PF03895.18,1.4e-14,0.38,1.5e+03,24,32,126,134,105,171,0.56
WP_112065013.1,NZ_CP021644.1,ESPR-type extended signal peptide-containing protein,1082494,1085895,+,YadA_anchor,PF03895.18,1.4e-14,0.15,5.8e+02,20,54,151,184,148,189,0.77
WP_112065013.1,NZ_CP021644.1,ESPR-type extended signal peptide-containing protein,1082494,1085895,+,YadA_anchor,PF03895.18,1.4e-14,4.4,1.7e+04,24,55,196,226,173,228,0.60
WP_112065013.1,NZ_CP021644.1,ESPR-type extended signal peptide-containing protein,1082494,1085895,+,YadA_anchor,PF03895.18,1.4e-14,5,2e+04,11,55,210,254,202,258,0.67
WP_112065013.1,NZ_CP021644.1,ESPR-type extended signal peptide-containing protein,1082494,1085895,+,YadA_anchor,PF03895.18,1.4e-14,0.17,6.5e+02,20,55,233,268,231,271,0.89
WP_112065013.1,NZ_CP021644.1,ESPR-type extended signal peptide-containing protein,1082494,1085895,+,YadA_anchor,PF03895.18,1.4e-14,5,2e+04,16,58,284,326,271,336,0.72
WP_112065013.1,NZ_CP021644.1,ESPR-type extended signal peptide-containing protein,1082494,1085895,+,YadA_anchor,PF03895.18,1.4e-14,1.3,5.1e+03,9,29,316,337,306,370,0.71
WP_112065013.1,NZ_CP021644.1,ESPR-type extended signal peptide-containing protein,1082494,1085895,+,YadA_anchor,PF03895.18,1.4e-14,2.9,1.2e+04,34,54,972,999,964,1000,0.59
WP_112065013.1,NZ_CP021644.1,ESPR-type extended signal peptide-containing protein,1082494,1085895,+,YadA_anchor,PF03895.18,1.4e-14,3.5e-18,1.4e-14,1,60,1073,1133,1073,1133,0.97
WP_005711610.1,NZ_CP021644.1,bifunctional 3-demethylubiquinone 3-O-methyltransferase/2-octaprenyl-6-hydroxy phenol methylase,1086228,1086938,-,Methyltransf_23,PF13489.9,8e-23,0.71,2.8e+03,70,88,14,31,3,35,0.67
WP_005711610.1,NZ_CP021644.1,bifunctional 3-demethylubiquinone 3-O-methyltransferase/2-octaprenyl-6-hydroxy phenol methylase,1086228,1086938,-,Methyltransf_23,PF13489.9,8e-23,5e-26,2e-22,23,162,49,204,32,207,0.77
